per;mes;orden;hogar;p3271;p6040;p6050;p6083;p3042;inglabo;rama2d_r4
2024;12;1;1;1;61;1;2;5.0;2000000.0;47.0
2024;12;5;1;2;29;3;1;10.0;1450000.0;85.0
2024;12;2;1;1;76;2;3;13.0;3000000.0;1.0
2024;12;1;1;1;31;1;2;5.0;1300000.0;64.0
2024;12;2;1;1;33;2;2;9.0;2780000.0;32.0
2024;12;5;1;2;32;3;1;3.0;300000.0;97.0
2024;12;3;1;2;18;3;1;5.0;360000.0;29.0
2024;12;1;1;1;43;1;3;5.0;950000.0;56.0
2024;12;2;1;1;29;3;1;10.0;800000.0;49.0
2024;12;4;1;2;30;3;1;5.0;600000.0;81.0
2024;12;1;1;2;55;1;3;5.0;1800000.0;14.0
2024;12;2;1;2;57;2;3;3.0;1300000.0;56.0
2024;12;1;1;1;32;1;2;9.0;1500000.0;10.0
2024;12;1;1;1;57;1;2;3.0;1500000.0;46.0
2024;12;2;1;2;41;2;2;5.0;800000.0;56.0
2024;12;1;1;1;65;1;3;5.0;1300000.0;31.0
2024;12;1;1;1;65;1;2;13.0;10175000.0;1.0
2024;12;3;1;1;48;7;3;8.0;3000000.0;84.0
2024;12;2;1;2;40;2;3;8.0;450000.0;87.0
2024;12;1;1;1;45;1;2;5.0;1300000.0;47.0
2024;12;1;1;1;40;1;2;11.0;6108000.0;35.0
2024;12;2;1;2;34;2;2;6.0;1496000.0;56.0
2024;12;1;1;1;43;1;2;10.0;3800000.0;84.0
2024;12;2;1;2;26;3;1;9.0;2000000.0;47.0
2024;12;1;1;1;31;1;2;10.0;3259000.0;85.0
2024;12;1;1;1;80;1;3;3.0;80000.0;46.0
2024;12;8;1;2;26;3;1;3.0;400000.0;47.0
2024;12;2;1;2;31;3;2;8.0;1300000.0;47.0
2024;12;1;1;2;62;1;3;4.0;600000.0;56.0
2024;12;1;1;2;47;1;2;8.0;1400000.0;92.0
2024;12;4;1;1;63;6;3;3.0;25000.0;16.0
2024;12;4;1;1;25;6;2;5.0;1300000.0;47.0
2024;12;1;1;1;46;1;3;3.0;2000000.0;41.0
2024;12;1;1;2;39;1;3;5.0;900000.0;95.0
2024;12;1;1;1;45;1;2;9.0;1200000.0;95.0
2024;12;1;1;2;64;1;3;3.0;200000.0;14.0
2024;12;1;1;1;53;1;3;5.0;2000000.0;95.0
2024;12;1;1;1;23;1;2;8.0;1300000.0;86.0
2024;12;2;1;1;27;2;3;4.0;1300000.0;46.0
2024;12;1;1;2;48;1;2;5.0;700000.0;88.0
2024;12;3;1;1;23;3;2;3.0;1400000.0;1.0
2024;12;2;1;1;66;2;3;3.0;780000.0;56.0
2024;12;4;1;1;28;3;1;10.0;1000000.0;47.0
2024;12;2;1;1;35;2;2;9.0;1300000.0;56.0
2024;12;2;1;1;42;2;2;5.0;1000000.0;41.0
2024;12;4;1;2;26;3;1;4.0;900000.0;56.0
2024;12;1;2;2;45;1;2;3.0;820000.0;97.0
2024;12;1;1;2;54;1;2;8.0;1300000.0;49.0
2024;12;1;1;2;63;1;2;5.0;400000.0;81.0
2024;12;2;1;2;66;2;3;11.0;6250000.0;84.0
2024;12;2;1;1;21;9;2;5.0;1300000.0;23.0
2024;12;1;1;1;56;1;3;11.0;6250000.0;85.0
2024;12;1;1;1;33;1;2;5.0;2230000.0;56.0
2024;12;1;1;2;46;1;3;5.0;400000.0;97.0
2024;12;3;1;1;47;9;3;3.0;700000.0;56.0
2024;12;1;1;1;37;1;2;3.0;1350000.0;1.0
2024;12;3;1;1;38;8;1;3.0;1300000.0;15.0
2024;12;1;1;1;60;1;2;5.0;750000.0;95.0
2024;12;1;1;1;36;1;2;11.0;8000000.0;62.0
2024;12;2;1;2;26;3;1;10.0;200000.0;88.0
2024;12;2;1;2;48;2;2;3.0;255000.0;1.0
2024;12;1;2;2;52;1;3;3.0;500000.0;97.0
2024;12;2;1;2;48;2;1;10.0;3000000.0;86.0
2024;12;1;1;1;65;1;2;3.0;900000.0;49.0
2024;12;2;1;1;27;2;2;5.0;200000.0;41.0
2024;12;1;1;1;43;1;2;9.0;1900000.0;64.0
2024;12;1;1;1;42;1;2;4.0;1000000.0;41.0
2024;12;1;1;2;35;1;2;4.0;0.0;14.0
2024;12;2;1;1;27;2;2;5.0;1200000.0;41.0
2024;12;2;1;2;37;3;1;10.0;1000000.0;47.0
2024;12;1;1;1;30;1;2;10.0;8000000.0;62.0
2024;12;2;1;2;50;2;2;4.0;450000.0;47.0
2024;12;3;1;2;27;6;2;5.0;900000.0;56.0
2024;12;1;1;1;43;1;2;10.0;1800000.0;61.0
2024;12;2;1;1;29;3;1;10.0;1200000.0;47.0
2024;12;1;1;1;64;1;3;5.0;2800000.0;31.0
2024;12;2;1;1;47;2;2;5.0;800000.0;41.0
2024;12;2;1;2;49;2;2;10.0;3600000.0;85.0
2024;12;2;1;1;52;2;2;12.0;5370000.0;53.0
2024;12;1;1;1;21;1;2;4.0;1000000.0;47.0
2024;12;2;1;2;52;2;3;3.0;1432000.0;56.0
2024;12;2;1;1;37;3;1;5.0;;
2024;12;1;1;2;52;1;3;5.0;1400000.0;96.0
2024;12;1;1;1;59;1;3;1.0;500000.0;1.0
2024;12;2;1;2;20;3;1;5.0;1000000.0;97.0
2024;12;2;1;1;42;2;2;4.0;1200000.0;1.0
2024;12;2;1;2;37;2;2;5.0;1300000.0;68.0
2024;12;2;1;1;35;2;2;9.0;1930000.0;64.0
2024;12;1;1;1;26;1;2;9.0;1300000.0;47.0
2024;12;1;1;2;49;1;2;9.0;500000.0;14.0
2024;12;2;1;1;36;2;2;5.0;1500000.0;78.0
2024;12;1;1;2;49;1;2;5.0;1800000.0;45.0
2024;12;2;1;1;31;3;1;5.0;900000.0;41.0
2024;12;4;1;2;28;3;1;5.0;500000.0;47.0
2024;12;1;1;1;45;1;2;11.0;5000000.0;46.0
2024;12;1;1;1;51;1;3;5.0;1800000.0;45.0
2024;12;1;1;2;41;1;2;4.0;1500000.0;81.0
2024;12;1;1;1;65;1;2;3.0;1500000.0;41.0
2024;12;4;1;1;64;9;3;4.0;600000.0;49.0
2024;12;1;1;2;42;1;2;5.0;1600000.0;84.0
2024;12;3;1;1;20;8;2;9.0;1920000.0;56.0
2024;12;2;1;1;51;2;2;8.0;1300000.0;56.0
2024;12;1;1;2;23;1;2;4.0;150000.0;96.0
2024;12;4;1;2;55;7;2;5.0;1300000.0;47.0
2024;12;1;1;1;26;1;2;10.0;4000000.0;62.0
2024;12;2;1;1;39;2;2;5.0;1300000.0;15.0
2024;12;2;1;1;35;2;2;5.0;1500000.0;64.0
2024;12;3;1;1;35;3;1;5.0;1300000.0;25.0
2024;12;2;1;2;39;2;3;9.0;150000.0;47.0
2024;12;1;1;1;27;1;2;10.0;10000000.0;62.0
2024;12;1;1;1;62;1;3;3.0;935000.0;1.0
2024;12;2;1;2;46;2;2;4.0;450000.0;56.0
2024;12;1;1;2;48;1;2;10.0;2022400.0;84.0
2024;12;2;1;2;28;2;2;5.0;1200000.0;52.0
2024;12;1;1;2;31;1;3;8.0;800000.0;14.0
2024;12;3;1;1;44;3;1;10.0;1300000.0;62.0
2024;12;1;1;2;46;1;2;5.0;1610000.0;95.0
2024;12;1;1;2;54;1;3;3.0;600000.0;47.0
2024;12;1;1;1;58;1;3;10.0;9800000.0;42.0
2024;12;1;1;2;55;1;3;5.0;1760000.0;47.0
2024;12;1;1;2;52;1;2;4.0;800000.0;56.0
2024;12;4;1;1;24;3;1;5.0;1300000.0;42.0
2024;12;2;1;1;54;3;1;5.0;960000.0;56.0
2024;12;2;1;1;21;3;1;4.0;1100000.0;49.0
2024;12;1;1;1;56;1;2;3.0;1500000.0;1.0
2024;12;1;1;1;66;1;2;10.0;4266000.0;84.0
2024;12;1;1;2;45;1;3;5.0;500000.0;56.0
2024;12;4;1;1;31;3;1;5.0;1500000.0;10.0
2024;12;1;1;1;40;1;2;10.0;690000.0;3.0
2024;12;1;1;1;43;1;3;4.0;800000.0;45.0
2024;12;3;1;2;28;3;1;10.0;1300000.0;85.0
2024;12;7;1;1;48;9;1;5.0;1000000.0;47.0
2024;12;3;1;1;41;3;1;8.0;1500000.0;42.0
2024;12;1;1;1;36;1;2;4.0;900000.0;49.0
2024;12;4;1;1;24;8;2;4.0;;
2024;12;1;1;2;27;1;3;9.0;1300000.0;47.0
2024;12;2;1;2;46;2;2;3.0;1300000.0;86.0
2024;12;1;1;2;47;1;2;4.0;450000.0;81.0
2024;12;2;1;1;34;2;2;10.0;2000000.0;10.0
2024;12;1;1;1;30;1;2;8.0;1300000.0;46.0
2024;12;1;2;2;48;1;2;3.0;300000.0;56.0
2024;12;2;1;2;66;2;2;1.0;550000.0;14.0
2024;12;4;1;2;40;10;2;5.0;1250000.0;97.0
2024;12;1;1;1;55;1;3;10.0;3000000.0;47.0
2024;12;2;1;1;43;2;2;6.0;1300000.0;41.0
2024;12;1;1;1;27;1;2;10.0;800000.0;90.0
2024;12;1;1;2;28;1;2;8.0;1000000.0;47.0
2024;12;4;1;2;91;4;3;1.0;30000.0;13.0
2024;12;1;1;1;31;1;2;10.0;3100000.0;84.0
2024;12;1;1;1;37;1;2;4.0;1300000.0;1.0
2024;12;7;1;1;25;9;1;10.0;1300000.0;42.0
2024;12;4;1;2;19;3;1;5.0;1020000.0;56.0
2024;12;2;1;1;30;8;2;10.0;1000000.0;46.0
2024;12;1;1;2;31;1;2;5.0;200000.0;32.0
2024;12;4;1;1;52;6;3;5.0;1300000.0;45.0
2024;12;3;1;2;37;3;1;3.0;700000.0;97.0
2024;12;1;1;1;35;1;2;6.0;1680000.0;41.0
2024;12;3;1;1;60;3;1;10.0;1000000.0;18.0
2024;12;1;1;1;30;1;2;3.0;800000.0;1.0
2024;12;2;1;1;28;3;1;3.0;1300000.0;41.0
2024;12;1;1;1;61;1;3;9.0;3000000.0;41.0
2024;12;1;1;2;34;1;2;8.0;1600000.0;47.0
2024;12;2;1;1;60;2;2;3.0;1000000.0;1.0
2024;12;3;1;1;23;3;1;6.0;1300000.0;77.0
2024;12;1;1;1;67;1;3;12.0;5000000.0;85.0
2024;12;7;1;1;29;8;2;10.0;800000.0;74.0
2024;12;1;1;2;28;1;2;10.0;1462000.0;45.0
2024;12;3;1;1;21;6;2;5.0;1400000.0;47.0
2024;12;1;1;1;24;1;1;9.0;1300000.0;5.0
2024;12;3;1;1;60;7;3;5.0;1800000.0;68.0
2024;12;1;1;1;61;1;3;3.0;2000000.0;47.0
2024;12;2;1;2;34;2;2;5.0;1500000.0;96.0
2024;12;1;1;2;30;1;2;4.0;1200000.0;97.0
2024;12;2;1;1;33;2;2;9.0;3500000.0;84.0
2024;12;1;1;2;52;1;3;3.0;1300000.0;97.0
2024;12;2;1;1;38;2;2;6.0;2400000.0;41.0
2024;12;1;1;1;54;1;3;5.0;800000.0;10.0
2024;12;1;1;2;32;1;2;8.0;1600000.0;86.0
2024;12;1;1;2;52;1;2;6.0;2200000.0;84.0
2024;12;1;1;2;37;1;2;3.0;100000.0;97.0
2024;12;2;1;1;39;3;1;5.0;1100000.0;49.0
2024;12;1;1;1;30;1;2;3.0;1500000.0;56.0
2024;12;1;1;1;35;1;2;4.0;1000000.0;50.0
2024;12;1;1;1;58;1;3;3.0;1500000.0;47.0
2024;12;1;1;1;39;1;2;5.0;1450000.0;41.0
2024;12;1;1;1;54;1;2;3.0;300000.0;49.0
2024;12;1;1;1;56;1;3;3.0;600000.0;47.0
2024;12;6;1;2;21;10;2;8.0;800000.0;97.0
2024;12;2;1;2;53;2;3;8.0;1300000.0;47.0
2024;12;1;1;2;39;1;2;11.0;2600000.0;46.0
2024;12;2;1;1;31;2;2;3.0;600000.0;38.0
2024;12;2;1;2;49;3;3;5.0;200000.0;47.0
2024;12;2;1;2;29;2;2;4.0;1200000.0;47.0
2024;12;1;1;2;25;1;2;8.0;300000.0;47.0
2024;12;1;1;2;39;1;2;3.0;1300000.0;55.0
2024;12;1;1;2;59;1;3;3.0;300000.0;56.0
2024;12;2;1;2;30;2;2;3.0;50000.0;47.0
2024;12;3;1;1;49;3;1;10.0;3500000.0;94.0
2024;12;2;1;1;60;3;1;4.0;800000.0;10.0
2024;12;2;1;1;26;2;2;5.0;910000.0;49.0
2024;12;3;1;1;54;7;2;8.0;1300000.0;49.0
2024;12;1;1;2;54;1;2;10.0;3000000.0;84.0
2024;12;2;1;2;25;2;2;4.0;450000.0;56.0
2024;12;1;1;1;29;1;2;4.0;600000.0;38.0
2024;12;1;1;2;48;1;2;9.0;1000000.0;47.0
2024;12;1;1;2;67;1;3;5.0;150000.0;14.0
2024;12;1;1;2;19;1;2;8.0;1300000.0;47.0
2024;12;1;1;2;30;1;2;5.0;1300000.0;47.0
2024;12;2;1;2;47;3;1;9.0;1300000.0;46.0
2024;12;3;1;2;28;3;1;10.0;4800000.0;86.0
2024;12;1;1;2;48;1;2;5.0;1300000.0;86.0
2024;12;1;1;1;51;1;2;3.0;500000.0;49.0
2024;12;4;1;1;71;13;3;3.0;900000.0;52.0
2024;12;1;1;1;31;1;2;4.0;1200000.0;64.0
2024;12;1;1;1;61;1;2;4.0;550000.0;92.0
2024;12;3;1;1;25;3;1;5.0;1500000.0;42.0
2024;12;2;1;2;41;2;2;11.0;2100000.0;85.0
2024;12;1;1;2;53;1;3;1.0;1300000.0;46.0
2024;12;4;1;1;20;8;2;10.0;300000.0;47.0
2024;12;1;1;2;35;1;2;10.0;3400000.0;94.0
2024;12;2;1;2;51;3;1;10.0;1600000.0;69.0
2024;12;1;1;1;27;1;2;4.0;2000000.0;41.0
2024;12;3;1;1;23;3;1;8.0;1200000.0;47.0
2024;12;2;1;1;28;2;2;4.0;1300000.0;43.0
2024;12;2;1;1;60;2;3;3.0;800000.0;1.0
2024;12;2;1;2;40;2;2;11.0;2500000.0;84.0
2024;12;1;1;1;48;1;2;11.0;3500000.0;84.0
2024;12;1;1;1;48;1;2;5.0;3500000.0;56.0
2024;12;2;1;2;46;2;2;10.0;2100000.0;86.0
2024;12;1;1;1;48;1;2;11.0;5300000.0;74.0
2024;12;2;1;2;36;2;2;3.0;900000.0;97.0
2024;12;1;1;1;39;1;2;5.0;1500000.0;41.0
2024;12;1;1;1;51;1;2;3.0;1000000.0;1.0
2024;12;2;1;1;28;3;1;6.0;2300000.0;71.0
2024;12;2;1;2;55;2;2;10.0;2500000.0;85.0
2024;12;3;1;1;53;3;1;1.0;600000.0;1.0
2024;12;1;1;1;68;1;3;11.0;4200000.0;85.0
2024;12;1;1;1;55;1;2;5.0;800000.0;43.0
2024;12;2;1;2;59;2;3;10.0;3000000.0;85.0
2024;12;1;1;2;39;1;3;9.0;2336000.0;10.0
2024;12;1;1;2;49;1;2;10.0;1300000.0;46.0
2024;12;1;1;1;68;1;3;3.0;1000000.0;41.0
2024;12;1;1;2;49;1;2;11.0;4000000.0;84.0
2024;12;1;1;1;53;1;2;5.0;1300000.0;68.0
2024;12;2;1;1;30;2;2;10.0;2300000.0;47.0
2024;12;2;1;1;36;2;2;5.0;700000.0;47.0
2024;12;2;1;2;18;2;2;5.0;1000000.0;47.0
2024;12;1;1;1;70;1;2;9.0;1500000.0;94.0
2024;12;3;1;1;30;3;1;10.0;1200000.0;73.0
2024;12;1;1;1;51;1;3;8.0;1300000.0;86.0
2024;12;1;3;1;28;1;2;5.0;1400000.0;49.0
2024;12;1;1;1;39;1;3;3.0;1200000.0;52.0
2024;12;1;1;2;61;1;2;9.0;50000.0;47.0
2024;12;2;1;2;48;2;2;5.0;30000.0;47.0
2024;12;1;1;2;61;1;3;3.0;1000000.0;96.0
2024;12;1;1;2;67;1;3;1.0;200000.0;86.0
2024;12;1;1;2;53;1;2;10.0;3500000.0;86.0
2024;12;1;1;1;47;1;2;3.0;800000.0;41.0
2024;12;3;1;2;21;3;1;10.0;1300000.0;86.0
2024;12;2;1;1;32;2;2;8.0;1300000.0;38.0
2024;12;2;1;1;42;6;3;5.0;1300000.0;68.0
2024;12;1;1;2;41;1;2;7.0;400000.0;47.0
2024;12;3;1;2;24;3;1;8.0;1300000.0;86.0
2024;12;2;1;1;35;2;2;3.0;1400000.0;43.0
2024;12;2;1;1;24;3;2;10.0;1300000.0;45.0
2024;12;1;1;1;68;1;3;3.0;1010000.0;1.0
2024;12;1;1;1;58;1;2;12.0;2000000.0;85.0
2024;12;6;1;1;30;13;2;10.0;2500000.0;70.0
2024;12;1;1;1;64;1;3;8.0;1300000.0;47.0
2024;12;3;1;1;33;3;1;5.0;2000000.0;45.0
2024;12;1;1;1;55;1;3;8.0;1300000.0;61.0
2024;12;1;1;2;66;1;3;3.0;1000000.0;38.0
2024;12;1;1;2;39;1;2;12.0;5000000.0;94.0
2024;12;3;1;2;44;3;1;3.0;1250000.0;97.0
2024;12;1;1;1;57;1;3;8.0;3000000.0;64.0
2024;12;1;1;2;29;1;2;10.0;1100000.0;64.0
2024;12;2;1;2;32;2;2;9.0;1300000.0;86.0
2024;12;1;1;1;36;1;2;11.0;800000.0;86.0
2024;12;1;1;1;41;1;2;4.0;2500000.0;41.0
2024;12;2;1;2;38;2;2;4.0;600000.0;55.0
2024;12;2;1;2;30;2;2;9.0;2000000.0;96.0
2024;12;2;1;2;27;2;2;10.0;1400000.0;61.0
2024;12;2;1;1;45;2;2;4.0;900000.0;47.0
2024;12;2;1;1;31;2;2;5.0;1300000.0;45.0
2024;12;1;1;1;60;1;2;10.0;15000000.0;10.0
2024;12;1;1;1;49;1;2;5.0;400000.0;1.0
2024;12;2;1;2;62;4;3;3.0;2000000.0;68.0
2024;12;1;1;2;67;1;3;5.0;1300000.0;84.0
2024;12;2;1;2;39;2;2;10.0;1600000.0;42.0
2024;12;1;1;2;68;1;3;3.0;300000.0;81.0
2024;12;4;1;1;28;7;2;5.0;1040000.0;49.0
2024;12;1;1;1;39;1;3;5.0;800000.0;49.0
2024;12;4;1;2;41;3;1;5.0;300000.0;96.0
2024;12;2;1;2;25;2;2;5.0;1300000.0;46.0
2024;12;1;1;1;31;1;2;5.0;1000000.0;13.0
2024;12;4;1;2;23;3;1;10.0;1600000.0;86.0
2024;12;1;1;1;52;1;2;3.0;600000.0;49.0
2024;12;2;1;1;66;2;2;3.0;1300000.0;41.0
2024;12;1;1;2;58;1;3;8.0;1500000.0;47.0
2024;12;1;1;2;60;1;3;5.0;1000000.0;47.0
2024;12;1;1;1;69;1;3;4.0;1600000.0;49.0
2024;12;4;1;2;19;6;2;5.0;1800000.0;66.0
2024;12;3;1;2;25;3;1;10.0;1300000.0;41.0
2024;12;2;1;1;28;3;1;4.0;300000.0;38.0
2024;12;1;1;2;52;1;3;5.0;1300000.0;31.0
2024;12;1;1;1;30;1;2;5.0;1196000.0;1.0
2024;12;1;1;1;56;1;2;5.0;1600000.0;85.0
2024;12;1;1;1;45;1;2;5.0;1300000.0;85.0
2024;12;1;1;1;43;1;3;4.0;500000.0;31.0
2024;12;2;1;1;60;2;3;10.0;2000000.0;47.0
2024;12;1;1;1;45;1;3;9.0;1600000.0;1.0
2024;12;3;1;2;39;3;1;5.0;500000.0;49.0
2024;12;2;1;2;64;2;3;4.0;500000.0;47.0
2024;12;1;1;2;32;1;2;5.0;1300000.0;61.0
2024;12;1;1;2;35;1;2;10.0;120000.0;47.0
2024;12;1;1;1;55;1;2;5.0;1900000.0;68.0
2024;12;1;1;2;43;1;2;9.0;1500000.0;14.0
2024;12;5;1;1;23;7;2;8.0;1300000.0;41.0
2024;12;3;1;1;16;3;1;4.0;1500000.0;1.0
2024;12;1;1;1;28;1;2;5.0;1300000.0;59.0
2024;12;1;1;1;27;1;2;3.0;350000.0;96.0
2024;12;4;1;1;23;3;1;5.0;800000.0;45.0
2024;12;2;1;2;45;2;3;8.0;1200000.0;47.0
2024;12;2;1;1;26;3;2;5.0;1300000.0;47.0
2024;12;1;1;2;56;1;3;5.0;1450000.0;47.0
2024;12;2;1;2;30;2;2;10.0;7000000.0;69.0
2024;12;2;1;1;42;2;3;3.0;1600000.0;41.0
2024;12;1;1;2;72;1;2;3.0;200000.0;56.0
2024;12;1;1;1;55;1;2;4.0;1000000.0;49.0
2024;12;1;1;2;59;1;1;11.0;4000000.0;69.0
2024;12;1;1;1;43;1;2;3.0;580000.0;1.0
2024;12;2;1;1;50;3;1;5.0;700000.0;49.0
2024;12;1;1;2;52;1;2;11.0;4000000.0;86.0
2024;12;1;1;1;39;1;2;6.0;1800000.0;1.0
2024;12;2;1;1;52;2;2;4.0;1000000.0;20.0
2024;12;2;1;2;36;2;2;4.0;150000.0;81.0
2024;12;2;1;2;62;3;1;4.0;300000.0;56.0
2024;12;2;1;1;37;3;1;5.0;1000000.0;3.0
2024;12;2;1;2;72;2;3;5.0;200000.0;95.0
2024;12;2;1;1;42;2;2;10.0;1300000.0;85.0
2024;12;1;1;2;52;1;3;3.0;1300000.0;97.0
2024;12;1;1;1;28;1;2;1.0;1200000.0;41.0
2024;12;2;1;2;42;3;3;5.0;700000.0;96.0
2024;12;1;1;2;46;1;2;5.0;500000.0;14.0
2024;12;4;1;2;45;3;1;3.0;1300000.0;52.0
2024;12;2;1;2;61;2;3;3.0;1000000.0;56.0
2024;12;2;1;2;41;3;1;9.0;1300000.0;85.0
2024;12;1;1;2;66;1;3;1.0;400000.0;56.0
2024;12;4;1;1;26;13;2;5.0;1300000.0;56.0
2024;12;4;1;2;20;3;1;10.0;2400000.0;86.0
2024;12;2;1;1;43;2;2;10.0;1300000.0;69.0
2024;12;1;1;1;32;1;2;9.0;1300000.0;55.0
2024;12;2;1;2;36;3;2;5.0;150000.0;14.0
2024;12;1;1;1;44;1;2;5.0;1462000.0;86.0
2024;12;1;1;1;40;1;2;10.0;2500000.0;96.0
2024;12;1;1;1;36;1;2;6.0;1600000.0;11.0
2024;12;1;1;1;39;1;2;4.0;800000.0;68.0
2024;12;1;1;2;51;1;2;5.0;2000000.0;96.0
2024;12;1;1;2;45;1;2;5.0;2500000.0;84.0
2024;12;1;1;2;43;1;2;5.0;1000000.0;81.0
2024;12;1;1;1;33;1;2;5.0;1860000.0;35.0
2024;12;2;1;2;47;13;2;12.0;8000000.0;85.0
2024;12;1;1;1;57;1;2;3.0;1000000.0;80.0
2024;12;1;1;2;37;1;2;8.0;1350000.0;47.0
2024;12;1;1;1;65;1;3;3.0;1000000.0;1.0
2024;12;2;1;2;25;2;2;4.0;30000.0;16.0
2024;12;2;1;1;52;2;2;4.0;1600000.0;41.0
2024;12;1;1;2;38;1;3;8.0;400000.0;97.0
2024;12;4;1;1;22;3;1;5.0;500000.0;56.0
2024;12;3;1;1;20;3;1;5.0;800000.0;1.0
2024;12;3;1;1;23;3;1;10.0;3000000.0;92.0
2024;12;1;1;2;52;1;3;3.0;1100000.0;97.0
2024;12;1;1;1;67;1;2;3.0;1500000.0;1.0
2024;12;1;1;1;38;1;2;6.0;1300000.0;28.0
2024;12;3;1;1;41;3;1;9.0;4300000.0;35.0
2024;12;1;1;2;37;1;2;10.0;1300000.0;45.0
2024;12;1;1;2;59;1;3;3.0;1300000.0;68.0
2024;12;1;1;2;44;1;1;4.0;480000.0;97.0
2024;12;1;1;2;30;1;2;5.0;592000.0;97.0
2024;12;1;1;2;57;1;2;8.0;1300000.0;47.0
2024;12;2;1;2;46;2;2;8.0;600000.0;85.0
2024;12;1;1;2;48;1;2;5.0;440000.0;81.0
2024;12;1;1;2;52;1;3;5.0;800000.0;56.0
2024;12;1;1;1;58;1;2;8.0;1300000.0;45.0
2024;12;2;1;2;36;2;2;5.0;1540000.0;97.0
2024;12;1;1;1;45;1;3;9.0;1300000.0;35.0
2024;12;3;1;1;34;3;1;5.0;800000.0;49.0
2024;12;3;1;1;65;6;3;5.0;1200000.0;47.0
2024;12;1;1;1;45;1;2;4.0;1300000.0;41.0
2024;12;3;1;2;26;3;1;10.0;2000000.0;85.0
2024;12;2;1;2;21;2;2;4.0;50000.0;47.0
2024;12;4;1;2;37;3;3;10.0;1700000.0;84.0
2024;12;2;1;2;66;2;3;3.0;1100000.0;97.0
2024;12;1;1;2;43;1;2;5.0;1300000.0;22.0
2024;12;2;1;2;41;2;2;5.0;3000000.0;47.0
2024;12;2;1;2;30;3;1;3.0;1450000.0;56.0
2024;12;1;1;1;25;1;2;5.0;900000.0;49.0
2024;12;3;1;1;30;3;1;10.0;2600000.0;69.0
2024;12;1;1;2;66;1;3;3.0;300000.0;88.0
2024;12;2;1;1;63;2;3;1.0;600000.0;47.0
2024;12;4;1;1;32;3;1;8.0;1900000.0;49.0
2024;12;2;1;1;40;2;2;10.0;1750000.0;69.0
2024;12;1;1;1;57;1;3;8.0;1300000.0;25.0
2024;12;1;1;2;53;1;3;4.0;768000.0;56.0
2024;12;1;1;1;18;1;2;5.0;1300000.0;1.0
2024;12;2;1;2;27;9;2;10.0;2300000.0;36.0
2024;12;2;1;1;48;2;2;5.0;1300000.0;35.0
2024;12;1;1;1;49;1;3;6.0;200000.0;49.0
2024;12;1;1;1;46;1;2;5.0;1300000.0;46.0
2024;12;1;1;1;35;1;2;8.0;600000.0;47.0
2024;12;2;1;2;32;2;2;5.0;1100000.0;56.0
2024;12;1;1;1;34;1;2;5.0;2100000.0;10.0
2024;12;3;1;1;37;3;1;10.0;600000.0;56.0
2024;12;1;1;1;66;1;3;4.0;400000.0;45.0
2024;12;3;1;1;32;3;1;1.0;1000000.0;41.0
2024;12;3;1;2;46;3;1;5.0;1300000.0;55.0
2024;12;3;1;2;37;3;1;4.0;1300000.0;56.0
2024;12;3;1;1;26;3;1;4.0;2000000.0;43.0
2024;12;2;1;2;29;2;2;5.0;1300000.0;47.0
2024;12;2;1;2;31;2;2;9.0;1300000.0;47.0
2024;12;1;1;2;33;1;2;10.0;2000000.0;81.0
2024;12;2;1;1;58;13;3;8.0;1500000.0;95.0
2024;12;1;1;1;55;1;3;10.0;1300000.0;43.0
2024;12;2;1;1;55;2;3;3.0;500000.0;47.0
2024;12;1;1;1;64;1;3;3.0;1000000.0;47.0
2024;12;1;1;1;53;1;3;3.0;1300000.0;42.0
2024;12;1;1;1;48;1;2;3.0;700000.0;1.0
2024;12;1;1;2;58;1;3;4.0;720000.0;81.0
2024;12;2;1;1;30;3;1;5.0;1000000.0;47.0
2024;12;1;1;2;60;1;2;8.0;2600000.0;84.0
2024;12;1;1;1;62;1;2;4.0;600000.0;49.0
2024;12;1;1;1;73;1;3;3.0;200000.0;1.0
2024;12;2;1;1;24;3;1;5.0;750000.0;1.0
2024;12;4;1;1;31;7;2;6.0;400000.0;49.0
2024;12;3;1;1;34;3;1;5.0;1000000.0;41.0
2024;12;1;1;2;53;1;2;3.0;1000000.0;47.0
2024;12;1;1;1;38;1;2;10.0;5000000.0;86.0
2024;12;1;1;1;49;1;2;4.0;800000.0;47.0
2024;12;1;1;2;46;1;2;5.0;1500000.0;47.0
2024;12;3;1;2;26;3;1;10.0;700000.0;85.0
2024;12;2;1;2;24;2;2;8.0;1300000.0;86.0
2024;12;2;1;2;41;2;2;11.0;2500000.0;10.0
2024;12;1;1;1;70;1;3;1.0;400000.0;43.0
2024;12;2;1;2;45;2;2;3.0;960000.0;55.0
2024;12;1;1;2;48;1;3;3.0;1300000.0;97.0
2024;12;1;1;1;23;1;1;10.0;700000.0;46.0
2024;12;2;1;2;57;2;3;10.0;2000000.0;85.0
2024;12;2;1;2;34;3;1;8.0;1750000.0;69.0
2024;12;1;1;1;49;1;2;3.0;600000.0;31.0
2024;12;2;1;1;33;2;2;4.0;1300000.0;41.0
2024;12;1;1;1;47;1;2;5.0;500000.0;1.0
2024;12;1;1;2;36;1;2;5.0;1500000.0;93.0
2024;12;1;1;2;54;1;2;5.0;50000.0;47.0
2024;12;1;1;2;43;1;2;3.0;400000.0;81.0
2024;12;2;1;2;48;2;2;10.0;2500000.0;85.0
